,Nº,REGIÃO,UF,ENTE,ANO,N.JUR,POP,TAM.ATV,AD.PROG,C.PROG,PRT_massa,MassaSeg.,GR_POD,GR_SEGR,GR_C.ÉT,CIE_REL,CIE_FISC,CIE_AUD,CIE_CRP,GI_DIV.CART,GI_C.TÉC,GI_P.INV,GI_COMITÊ,GI_CONS,SA_AMRTZ,SA_PUB.REL,SA_REPAS,SA_R.ALIQ,GTI_POL.INFR.,GTI_INV.TI,DDM_CART,DDM_ACES,DDM_ATAS,RP_REG.ENV,RP_REL.GOV,RP_SITE,PS_OUV,PS_GEST,IP_REP.CF,IP_SELEC,LI_CERT.MB,LI_DIR.CERT,LI_P.EST.,R.FIN,IND.SF,R.INV,VAR.INV,R.AT,IND.COB
282,283,SE,MG,Boa Esperança,2000-04-28,Autarquia,40219,17078241.02,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,0,B,0,1,1,0,B,EL,C,1,0,1382202.33,1.3001274994708258,1888266.52,0.09630873673868856,-47084171.55547947,0.31342990505576657
283,284,S,RS,Vale do Sol,2001-07-03,Órgão Adm. Direta,11828,41203635.87,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,1,REG,REG,IRG,REG,B,1,1,0,1,REG,REG,0,0,1,1,REG,1,B,0,0,1,0,A,ESC,C,1,0,5997619.42,4.325285325422992,6000979.710000009,0.17046951465039673,1526431.5899999961,1.038471248609858
284,285,S,RS,Vale Real,2005-12-09,Fund. Dir. Púbico,5981,21001649.79,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,0,0,1,REG,0,B,0,0,1,0,A,ESC,B,1,0,3423104.1399999997,3.573245134224554,3425600.620000002,0.1949016293062633,-6623446.73,0.7602380601564682
285,286,SE,ES,Vargem Alta,2003-07-29,Autarquia,21591,42668949.59,NÃO,,MÉDIO PORTE,mais favorável,1,0,0,0,REG,REG,REG,REG,B,1,1,,1,REG,REG,0,0,1,0,REG,0,A,0,1,0,0,B,ESC,C,1,0,2966260.7499999995,1.7977382472712493,9085714.160000004,0.27054314581863403,-48800284.46000001,0.46648416850933494
286,287,SE,MG,Várzea da Palma,2004-06-22,Autarquia,39803,49997560.86,NÃO,,MÉDIO PORTE,mais favorável,1,0,0,0,REG,REG,IRG,JUD,A,0,1,1,0,JUD,JUD,0,0,1,0,REG,0,B,0,1,0,1,A,ESC,C,1,0,4151398.21,1.802371287850269,5433555.169999994,0.12192699210653002,-39329995.43082191,0.5597103842987035
287,288,NE,BA,Várzea Nova,2001-11-23,Órgão Adm. Direta,12625,33027484.18,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,JUD,REG,C,0,1,1,0,JUD,JUD,1,0,1,1,REG,0,C,0,1,1,1,A,EL,C,0,0,,,-22574067.49,-0.4059970776351537,-13816462.510000013,0.7050534063358612
288,289,NE,PE,Venturosa,2005-11-18,Autarquia,18661,,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,JUD,C,1,0,0,1,JUD,JUD,0,0,1,1,REG,0,C,0,1,1,0,B,EL,,0,0,-1116133.92,0.8095152249217032,,,,
289,290,CO,MT,Vera,2014-06-10,Autarquia,11402,27139144.1,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,JUD,C,1,0,0,0,JUD,JUD,1,0,1,1,REG,0,C,0,1,1,0,B,EL,B,1,0,572836.1799999997,1.2851313520856213,3650715.830000002,0.15542614380302266,-28582428.54,0.48704914118877607
290,291,NE,PE,Vertente do Lério,2011-08-08,Autarquia,7571,11725359.19,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,IRG,REG,IRG,REG,B,1,1,0,1,IRG,IRG,1,0,1,1,REG,1,A,0,1,1,0,B,ESC,C,1,0,1210145.3300000003,1.6364211277883443,1155022.91,0.10927021424904004,-37922776.24,0.23616917510491087
291,292,NE,PE,Vicência,2005-06-20,Autarquia,32772,2569383.9,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,1,REG,REG,JUD,REG,C,0,1,1,1,JUD,IRG,0,0,1,1,REG,1,C,0,1,1,0,B,EL,C,1,1,-5738322.94,0.5575164302087376,-1677255.86,-0.39496071124243415,,
292,293,CO,MS,Vicentina,2007-11-27,Autarquia,6109,8865438.370000001,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,1,0,0,1,REG,0,A,0,1,1,0,C,EL,C,1,0,1041108.3499999999,1.964988592676873,1081560.9,0.13894885989257477,-15814743.89,0.35921284035120415
293,294,NE,CE,Viçosa do Ceará,2007-10-22,Autarquia,61410,99312207.14,NÃO,,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,1,1,1,REG,1,A,1,1,1,0,B,ESC,C,1,1,19824957.139999997,6.540222055765863,18083963.14,0.22263146720246718,-67229192.61,0.5963214389279804
294,295,SE,SP,Ilha Solteira,2001-11-07,Autarquia,26788,187520463.43,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,0,REG,1,A,0,1,0,0,C,ESC,B,1,0,-4704233.35,0.7277374459390379,28781140.77000001,0.18131071928312092,-177418606.32,0.513840470844791
295,296,SE,SP,Ilhabela,2014-09-01,Autarquia,35591,333978826.61,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,1,1,1,REG,1,A,1,1,1,0,A,ESC,A,1,0,22208459.309999995,2.6575567164705958,171143789.43,1.051025580206153,-48526416.889999986,0.8731352897388451
296,297,S,SC,Indaial,1991-12-30,Autarquia,70900,113659866.34,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,1,0,REG,REG,1,1,1,1,REG,1,A,1,1,1,0,C,ESC,C,1,0,7718304.770000003,1.3370658644472317,16748571.31999999,0.1728237283027072,-219598579.97,0.341056221075557
297,298,CO,GO,Itaberaí,2013-03-14,Autarquia,43622,25015866.26,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,0,1,REG,0,B,0,1,1,0,A,ESC,C,1,0,-2763432.8200000003,0.596231309827535,7762154.0,0.4498831256155422,-73620284.7,0.253617624131995
298,299,SE,RJ,Itaguaí,2005-08-16,Autarquia,134819,43324908.21,NÃO,,GRANDE PORTE,mais favorável,1,1,0,1,REG,REG,JUD,REG,C,1,0,1,0,JUD,REG,0,0,0,1,REG,0,C,1,1,1,0,B,ESC,C,0,0,-7233541.70000001,0.9013503860308226,19750917.2,0.8378266196683342,,
299,300,SE,SP,Itaí,2002-11-28,Autarquia,27382,100197572.59,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,1,1,REG,REG,0,1,0,0,REG,1,A,0,1,1,0,B,ESC,C,1,0,,,21100982.03999999,0.2667748621435364,,
300,301,SE,SP,Itanhaém,2004-06-04,Autarquia,103102,95485375.83000001,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,JUD,REG,B,1,1,1,0,REG,JUD,0,0,0,0,REG,0,A,0,1,0,0,B,ESC,C,1,1,2000211.9100000039,1.0583539477447566,16037361.12,0.20185980956905403,-559035681.8399999,0.14588587290058183
301,302,SE,RJ,Itaocara,2001-11-13,Autarquia,23222,787170.2899999999,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,IRG,REG,IRG,REG,B,1,1,1,0,IRG,REG,0,0,1,1,REG,1,A,0,1,1,0,,ESC,B,0,0,-3230077.4799999995,0.6653761827120731,-2801179.48,-0.7806316718116362,-185866978.81,0.004217266499542281
302,303,SE,SP,Itapecerica da Serra,2015-01-05,Autarquia,177662,152862799.62,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,A,1,1,1,0,REG,REG,1,1,0,1,REG,1,B,0,1,1,0,A,ESC,C,1,1,45578542.63,6.608458561042842,45477962.53,0.42350450736247414,-254708853.83999997,0.37505748577532594
303,304,SE,SP,Itapevi,2002-12-26,Órgão Adm. Direta,240961,538978862.21,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,1,0,0,REG,0,A,0,1,1,0,A,ESC,B,1,0,38512984.81,2.7593893542479044,101087658.93,0.2308510839514668,-81185022.21999991,0.869091018909271
304,305,NE,CE,Itapipoca,2008-12-16,Autarquia,130539,124476494.24,NÃO,,MÉDIO PORTE,mais favorável,1,0,0,0,JUD,REG,JUD,REG,A,0,1,1,0,JUD,REG,1,0,0,0,REG,0,C,0,1,1,0,A,ESC,C,1,0,18987377.790000003,2.103913213489763,21432605.85000001,0.2079949251224098,,
305,306,NE,PE,Itapissuma,2007-09-17,Autarquia,26900,16056145.72,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,JUD,REG,JUD,REG,A,1,1,0,0,JUD,REG,0,1,0,1,REG,1,B,0,1,1,0,B,ESC,C,0,0,-1535103.2400000002,0.8005498130136681,-356659.6400000006,-0.02173057147617319,-142959004.24,0.10097242762113483
306,307,S,SC,Itapoá,2005-12-05,Autarquia,21177,94985623.72,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,IRG,REG,0,0,0,0,REG,1,B,1,1,1,0,A,EL,B,1,0,16994680.45,3.999919481670962,17592696.52,0.22731659282684413,-50451969.900000006,0.6531022781371016
307,308,SE,SP,Itaquaquecetuba,2000-12-26,Autarquia,375011,323531810.31,SIM,NÃO,MÉDIO PORTE,mais favorável,1,0,0,0,REG,REG,IRG,REG,B,1,1,1,1,REG,REG,0,0,0,0,REG,1,A,1,1,1,0,C,ESC,A,1,0,22672017.159999996,1.5231597268506123,64438653.56,0.24870843509841167,-586788614.29,0.35540431870696715
308,309,CO,MS,Itaquiraí,2011-11-25,Autarquia,21376,29778454.14,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,0,0,REG,1,B,1,1,1,0,A,EL,C,1,0,2171475.51,2.600779509903238,6504651.789999999,0.2794838459217215,-30978614.14,0.4901232890758566
309,310,SE,SP,Jaborandi,2006-04-06,Outros,8277,30626327.49,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,0,1,REG,0,A,1,1,1,0,A,ESC,C,1,0,898684.1399999997,1.331753567344058,4056411.580000002,0.1526693420385763,-7630204.890000004,0.8005515812512852
310,311,SE,SP,Jacareí,1993-10-07,Autarquia,235416,611657447.51,SIM,NÃO,GRANDE PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,B,1,1,0,0,REG,JUD,0,0,0,0,REG,1,C,1,1,1,0,A,ESC,B,1,0,12914101.599999994,1.1403217052975572,99796817.15999997,0.19496873024159123,-1009931049.06,0.3771964643334507
311,312,CO,MT,Jaciara,2012-03-13,Autarquia,27807,31515002.75,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,0,0,REG,REG,0,0,0,0,REG,1,B,0,1,1,0,A,ESC,C,1,0,-633158.1200000001,0.9211033497773451,4325757.73,0.15909811864279555,-94770636.8524658,0.24955333677848082
312,313,SE,SP,Jales,1979-08-29,Autarquia,49201,47748002.91,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,0,0,REG,1,A,0,1,1,0,A,ESC,C,1,0,1981173.7699999996,1.0913529593581484,7959538.649999999,0.2000463902800551,-315353272.86,0.131500509902491
313,314,SE,SP,Jandira,2000-12-20,Autarquia,126356,295597012.91,NÃO,,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,0,0,0,REG,1,B,0,1,1,0,A,ESC,C,1,0,12673264.19,1.9272024054615917,57657208.67000001,0.24231846728697648,,
314,315,SE,MG,Januária,2003-07-10,Autarquia,67852,29370426.78,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,REG,JUD,B,1,1,0,1,JUD,JUD,1,0,0,0,REG,1,C,0,1,1,1,A,ESC,C,1,0,,,6778593.59,0.3000461951445561,-105142137.5693151,0.2183470884082476
315,316,S,PR,Japurá,1992-12-23,Autarquia,2251,18758423.54,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,1,REG,REG,REG,REG,A,1,1,0,0,REG,REG,0,0,0,0,REG,1,B,0,1,1,0,C,EL,B,1,1,1377578.5999999996,1.3203448262390671,2441980.790000003,0.14966379788878914,-48343253.93,0.27955222950106673
316,317,CO,MS,Jardim,1996-12-23,Autarquia,27181,,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,0,1,REG,REG,JUD,REG,C,1,0,1,0,REG,REG,0,0,0,0,REG,1,C,0,1,1,0,A,ESC,C,0,0,-4516927.05,0.5410534548500352,-2893911.75,-0.19459270915149673,,
317,318,N,RO,Jaru,2016-08-17,Autarquia,51620,107320351.96,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,0,0,REG,1,A,1,1,1,0,A,ESC,C,1,1,13840007.71,2.1509621784807864,14041412.52,0.15053143404392877,-71604035.02,0.599808409414845
318,319,SE,MG,Jequeri,2001-08-15,Autarquia,12315,1279760.31,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,1,REG,REG,IRG,REG,C,1,1,0,0,JUD,JUD,0,0,0,0,REG,0,C,0,1,1,1,B,ESC,C,1,0,-2383647.09,0.42331767650949786,-2333901.12,-0.645854949394083,-87530341.65,0.014410075900784384
319,320,N,RO,Ji-Paraná,2005-07-20,Órgão Adm. Direta,130009,174849169.25,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,REG,REG,A,1,1,0,1,IRG,REG,1,0,0,1,REG,0,B,0,1,1,0,B,ESC,C,1,0,15541031.92,2.511603082181242,11679675.41,0.0715800186366502,-52058570.05000001,0.7705738455171326
320,321,S,SC,Joaçaba,2002-07-30,Autarquia,30404,102863341.06,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,0,1,REG,1,A,1,1,1,0,A,EL,B,1,1,11644205.53,1.8363465738600373,14251821.33,0.16083485954676568,-137648243.69,0.4276855984584751
321,322,SE,SP,João Ramalho,1993-01-19,Órgão Adm. Direta,4551,20220023.28,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,0,1,REG,1,B,0,1,1,0,A,ESC,B,1,0,-664514.7399999998,0.7484691650590185,2890343.899999999,0.16678576888939545,-23730342.5,0.4600649601237517
322,323,NE,PB,Juru,2005-06-10,Autarquia,9849,247827.87,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,JUD,REG,C,1,0,0,1,JUD,JUD,1,1,0,1,REG,1,C,0,1,0,0,B,ESC,C,1,1,-20919.959999999963,0.9873881444738318,214355.1,6.403864992350499,,
323,324,CO,MS,Ladário,2012-12-12,Fund. Dir. Púbico,23689,,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,JUD,REG,C,1,0,1,0,REG,JUD,1,0,0,1,REG,1,C,0,1,1,0,A,ESC,C,0,0,3347740.75,3.4225039373802835,,,,
324,325,SE,RJ,Laje do Muriaé,2006-12-28,Autarquia,7326,55063371.15000001,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,JUD,REG,C,1,1,1,1,IRG,REG,0,0,1,1,REG,1,B,1,1,1,0,A,EL,C,1,0,,,7025684.5,0.14625359774688484,,
325,326,S,RS,Lajeado,2016-03-23,Órgão Adm. Direta,3167,78760247.27000001,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,1,0,1,REG,1,A,1,0,1,0,B,EL,B,1,0,26493972.07,9.763892327937205,26954786.60000001,0.5203078256885232,-68658351.63999999,0.5342626225750772
326,327,NE,PE,Lajedo,2007-03-02,Autarquia,40589,11553729.86,NÃO,,MÉDIO PORTE,menos favorável,1,1,1,0,REG,REG,JUD,REG,B,1,1,1,1,JUD,REG,0,1,0,1,REG,0,C,0,1,0,0,C,ESC,C,1,1,-1161023.7699999996,0.8748226295347212,-576657.5999999996,-0.0475382671741964,-139066840.81,0.07670751616864792
327,328,SE,MG,Lambari,2006-05-06,Autarquia,20907,25033336.34,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,0,0,REG,1,B,0,1,1,1,A,ESC,C,1,1,,,2415999.559999999,0.10682069173309627,-48488816.25,0.34048698872569283
328,329,SE,MG,Leandro Ferreira,2006-07-19,Autarquia,3226,5762422.82,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,1,REG,REG,REG,REG,A,1,1,0,0,IRG,REG,0,0,0,0,REG,1,B,0,1,1,1,C,ESC,C,1,0,,,904203.8300000001,0.18611837627352412,-20631741.60068493,0.21832185054829878
329,330,SE,SP,Leme,2010-06-30,Autarquia,104346,306779998.56,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,1,0,1,REG,0,A,1,1,1,0,B,ESC,A,1,1,,,51797583.09,0.20314178526595006,-615150053.3800001,0.3327584320680822
330,331,SE,SP,Lençóis Paulista,2004-12-20,Autarquia,68990,374021877.81,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,1,0,REG,1,A,0,1,1,0,C,EL,B,1,0,30105261.240000002,2.100836884223966,53661614.26999998,0.16750396468349704,-240628045.08999985,0.6085120389266709
331,332,SE,SP,Limeira,2009-09-25,Autarquia,308482,536499424.18,SIM,NÃO,GRANDE PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,0,1,REG,REG,0,1,0,1,REG,1,A,0,1,1,0,C,EL,C,1,0,74674291.84,1.9647502072451024,67795328.38999999,0.14464419875770673,-1036952299.28,0.34096973944662545
332,333,SE,SP,Mairiporã,2004-04-02,Autarquia,101937,149388181.27,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,C,1,0,0,1,REG,REG,1,0,0,0,REG,0,C,0,1,1,0,A,ESC,B,1,0,-6282861.9399999995,0.6965148492997193,24389420.48,0.19511729817045653,-225709542.43999997,0.39826469697666517
333,334,SE,MG,São Sebastião do Oeste,2007-06-15,Autarquia,6863,35032450.65,NÃO,,PEQUENO PORTE,menos favorável,1,1,1,1,REG,REG,IRG,REG,B,1,1,1,0,REG,REG,1,0,1,1,REG,1,A,1,1,1,1,B,ESC,C,1,1,3421321.83,2.211561404892328,3908326.969999999,0.12557227346167643,-12181255.980000004,0.7419974653661289
334,335,NE,RN,São Vicente,2013-12-23,Autarquia,6450,4651104.13,NÃO,,PEQUENO PORTE,mais favorável,1,1,1,1,REG,REG,IRG,REG,C,1,0,1,0,REG,REG,1,1,0,1,REG,1,B,0,1,1,0,B,ESC,C,0,0,870314.1900000002,1.5683837658868118,765955.0099999998,0.19714944943992263,-24522988.25000001,0.15942583815181566
335,336,S,PR,Sarandi,2001-11-14,Autarquia,97803,147590060.22,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,1,B,1,1,1,0,A,ESC,C,1,0,-17145291.44,0.0,23027596.11999999,0.18486785956251817,-208111870.67999998,0.41492622726721334
336,337,NE,BA,Serra do Ramalho,2007-05-17,Autarquia,31416,32791655.89,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,IRG,REG,B,1,1,0,0,REG,REG,1,0,0,1,REG,0,C,0,0,1,1,B,ESC,C,1,1,802836.3499999996,1.1586302926039187,-563259.870000001,-0.01688686231597314,-114133096.3,0.22318673607558323
337,338,SE,MG,Serra do Salitre,2005-12-27,Autarquia,11668,23512930.11,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,1,REG,REG,REG,REG,A,1,1,1,1,REG,REG,0,1,0,0,REG,0,B,0,1,1,1,B,ESC,C,0,1,-382304.54999999935,0.9036923565906388,3151395.82,0.1547720213573356,-46704223.94780822,0.3348601979886899
338,339,SE,SP,Serra Negra,1991-12-18,Autarquia,29452,26217561.59,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,0,1,REG,REG,0,1,0,1,REG,1,C,0,1,1,0,A,ESC,B,1,1,2217087.1499999994,1.373810519341888,4096540.93,0.1851876996529147,-61583142.08,0.29860309193578927
339,340,NE,PE,Serra Talhada,2006-05-19,Autarquia,86915,2071171.26,NÃO,,MÉDIO PORTE,menos favorável,1,0,0,0,JUD,REG,JUD,JUD,C,0,0,0,0,JUD,JUD,0,0,0,0,REG,0,B,0,1,0,0,B,ESC,C,0,0,-7874117.829999998,0.6815607065056813,-122429.8600000001,-0.05581227092006591,,
340,341,NE,PB,Sertãozinho,2005-09-29,Autarquia,5089,11721285.12,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,1,JUD,REG,REG,JUD,C,1,0,0,0,JUD,JUD,1,0,0,0,REG,1,B,1,1,1,0,A,ESC,,0,0,1244073.68,2.1579088213837827,1361071.57,0.1313748566505175,-21016472.830000013,0.35803567055208174
341,342,NE,PB,Boa Vista,2006-12-04,Autarquia,419652,23823623.0,NÃO,,PEQUENO PORTE,mais favorável,1,1,0,1,IRG,REG,JUD,REG,B,1,1,0,1,IRG,REG,1,1,1,1,REG,1,B,1,1,1,0,C,EL,C,1,1,3533502.1399999997,7.264401404232048,3569767.16,0.17625123770012974,,
342,343,SE,MG,Bom Sucesso,2006-10-11,Autarquia,4956,25481455.17,NÃO,,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,1,1,IRG,REG,0,0,1,1,REG,1,B,0,1,1,1,C,ESC,C,0,0,-1566744.63,0.7946769752287822,657947.2400000021,0.026505006538775744,-93284854.6754795,0.2145512073512477
343,344,SE,SP,Brodowski,1998-07-27,Autarquia,25277,,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,IRG,REG,C,1,0,1,0,IRG,REG,1,0,1,1,REG,1,A,0,1,1,0,C,ESC,,0,0,8974444.77,3.541695899157937,4821353.43,0.08622193291244051,,
344,345,SE,MG,Buritis,2015-11-03,Autarquia,40356,12824660.29,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,0,0,REG,REG,1,0,1,1,REG,0,B,0,1,1,1,C,ESC,C,1,0,,,2483900.4,0.24020482309061708,-102315988.21000001,0.11138256086858847
345,346,SE,MG,Buritizeiro,1997-10-14,Autarquia,28121,,NÃO,,MÉDIO PORTE,menos favorável,1,0,0,0,REG,REG,JUD,REG,C,1,0,1,0,JUD,REG,0,0,0,0,REG,0,C,0,1,1,0,C,ESC,C,0,0,-244172.1900000004,0.961435237353632,,,,
346,347,NE,PB,Caaporã,1999-05-26,Autarquia,21955,146201.69,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,B,1,1,0,0,IRG,IRG,1,0,0,0,REG,0,C,0,1,0,0,B,ESC,C,0,0,1676863.1799999997,1.23199460394906,129012.2,7.505295386890477,-152295775.819452,0.0009590645069592786
347,348,SE,RJ,Cabo Frio,2011-04-29,Autarquia,230378,13124339.57,NÃO,,GRANDE PORTE,mais favorável,1,1,0,0,REG,REG,JUD,REG,B,1,1,1,0,JUD,JUD,0,1,1,1,REG,1,C,1,1,1,0,A,ESC,B,1,1,,,1785170.5,0.15743397853754737,,
348,349,NE,PE,Cachoeirinha,2012-06-01,Autarquia,2284,20354652.61,NÃO,,PEQUENO PORTE,mais favorável,1,0,0,1,REG,REG,REG,REG,B,1,1,1,1,REG,REG,0,0,1,0,REG,0,A,0,1,1,0,B,ESC,C,1,0,3125565.43,2.199499505828446,3783409.090000004,0.2283117187574828,-50320568.97,0.28800267130340423
349,350,CO,MS,Camapuã,2001-12-19,Autarquia,13693,28633350.34,SIM,NÃO,PEQUENO PORTE,mais favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,0,A,0,0,1,0,B,ESC,C,1,0,1368633.4700000002,1.4296633428931351,5589430.039999999,0.24255551864584435,-65603088.68000002,0.30384584389827246
350,351,SE,MG,Campanha,2002-06-21,Autarquia,16762,27683016.42,SIM,NÃO,PEQUENO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,1,1,REG,1,C,0,1,1,0,C,ESC,C,1,0,2561463.2199999997,1.5206702068006135,2465909.02,0.09778714825951851,-65736670.850000024,0.2963295770835863
351,352,NE,BA,Campo Formoso,1992-04-28,Autarquia,71487,68174712.17,NÃO,,MÉDIO PORTE,mais favorável,1,1,0,0,REG,REG,IRG,REG,B,1,1,0,0,IRG,IRG,1,0,1,1,REG,0,C,0,1,1,1,A,ESC,C,1,0,21741482.810000002,2.209829845804553,2080372.75,0.03147580818956608,,
352,353,S,PR,Campo Mourão,2008-12-30,Autarquia,95488,137259331.73,SIM,NÃO,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,JUD,REG,B,1,1,1,0,REG,REG,0,0,1,1,REG,1,A,0,1,1,0,A,ESC,B,1,0,6090416.009999998,1.15669415095878,27726223.95999999,0.25313098956545743,-1569638103.06,0.08041451638064419
353,354,S,SC,Canoinhas,2016-04-29,Autarquia,54480,36752416.7,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,0,1,REG,REG,REG,REG,B,1,1,1,0,REG,REG,1,0,1,1,REG,1,A,1,1,1,0,A,ESC,B,1,1,23926914.740000002,3.3862759710518273,12214594.42,0.49778640828920384,632264.9399999902,1.0175044928991734
354,355,SE,SP,Capivari,2015-04-14,Autarquia,56379,135375965.69,SIM ,NÃO,MÉDIO PORTE,mais favorável,1,1,1,0,REG,REG,JUD,REG,B,1,1,1,1,REG,REG,0,0,1,1,REG,1,A,0,1,1,0,C,ESC,B,1,0,16724815.489999998,1.9677385359538693,21218163.89999999,0.185866962811986,-230341599.38,0.3701653369153555
355,356,SE,SP,Caraguatatuba,2000-12-05,Autarquia,123389,482242327.51,SIM,NÃO,MÉDIO PORTE,mais favorável,1,1,1,1,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,0,1,1,REG,1,A,1,1,1,0,A,ESC,B,1,1,92362486.9,4.194208544417578,88749984.32999998,0.22554437428888408,-346462208.11,0.5819231182911382
356,357,SE,MG,Carandaí,2014-12-30,Autarquia,25669,12507041.17,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,,REG,JUD,REG,C,0,0,0,0,JUD,JUD,0,1,1,1,REG,1,C,1,1,1,0,C,ESC,C,0,1,815785.5,1.1314151725315114,687600.3099999988,0.05817536701985748,,
357,358,S,RS,Carazinho,2007-12-27,Autarquia,62265,109247962.86,NÃO,,MÉDIO PORTE,menos favorável,1,1,0,0,REG,REG,REG,REG,B,1,1,1,1,REG,REG,1,1,1,1,REG,1,B,1,1,1,0,A,ESC,C,0,0,13210753.5,1.3769124744156576,13489003.97,0.14086414604293118,-319019676.77,0.2550927334934395
